nom;prenom;date naissance;email;tel portable; tel fixe;num permis;taux de remise;adresse;adresse1;adresse2;raisonSo;SIRET;nomC societe;id client civ;id client type permis;id client ville cp;
Andrieux ;Timothée ;1956-12-06;timotheeandrieux@hotmail.com ;06 31 13 58 57 ;02 55 67 07 81;910609255605;1.01;269 Rue Capron ;null;null;null;null;null;1;3;6784;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Andrieux ', 'Timothée ', '1956-12-06', 'timotheeandrieux@hotmail.com ', '06 31 13 58 57 ', '910609255605', 1.01, '269 Rue Capron ', null, null, null, null, null, 1, 3, 6784);"
Lopes ;Ambre ;1991-08-24;ambrelopes@wannadoo.fr ;06 79 03 79 64 ;03 82 53 13 42;840509433564;1.03;226 Impasse de l''Église ;null;null;null;null;null;3;3;13010;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Lopes ', 'Ambre ', '1991-08-24', 'ambrelopes@wannadoo.fr ', '06 79 03 79 64 ', '840509433564', 1.03, '226 Impasse de l''Église ', null, null, null, null, null, 3, 3, 13010);"
Gerard ;Léon ;1989-04-11;leongerard@wannadoo.fr ;06 13 67 07 27 ;05 98 80 91 06;100709805565;null;71 Allée de la 2ème Division Blindée ;null;null;null;null;null;2;3;34310;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Gerard ', 'Léon ', '1989-04-11', 'leongerard@wannadoo.fr ', '06 13 67 07 27 ', '100709805565', null, '71 Allée de la 2ème Division Blindée ', null, null, null, null, null, 2, 3, 34310);"
Parent ;Baptiste ;1976-10-08;baptisteparent@wannadoo.fr ;06 68 23 90 21 ;03 67 03 62 67;320602926897;null;270 Rue du Disque ;null;null;null;null;null;2;1;6890;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Parent ', 'Baptiste ', '1976-10-08', 'baptisteparent@wannadoo.fr ', '06 68 23 90 21 ', '320602926897', null, '270 Rue du Disque ', null, null, null, null, null, 2, 1, 6890);"
Bailly ;Mattéo ;1950-02-01;matteobailly@wannadoo.fr ;06 95 88 36 98 ;03 62 85 53 39;490104136210;null;31 Square Alboni ;null;null;null;null;null;1;1;13174;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Bailly ', 'Mattéo ', '1950-02-01', 'matteobailly@wannadoo.fr ', '06 95 88 36 98 ', '490104136210', null, '31 Square Alboni ', null, null, null, null, null, 1, 1, 13174);"
Gomez ;Emma ;1967-12-25;emmagomez@wannadoo.fr ;06 02 95 09 92 ;04 90 83 36 78;070908564376;null;17 Villa des Falaises ;null;null;null;null;null;2;3;28887;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Gomez ', 'Emma ', '1967-12-25', 'emmagomez@wannadoo.fr ', '06 02 95 09 92 ', '70908564376', null, '17 Villa des Falaises ', null, null, null, null, null, 2, 3, 28887);"
Roussel ;Quentin ;1955-02-03;quentinroussel@wannadoo.fr ;06 27 18 86 35 ;01 68 29 17 99;440501053754;1.03;127 Cité Héron ;null;null;null;null;null;2;3;34638;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Roussel ', 'Quentin ', '1955-02-03', 'quentinroussel@wannadoo.fr ', '06 27 18 86 35 ', '440501053754', 1.03, '127 Cité Héron ', null, null, null, null, null, 2, 3, 34638);"
Parmentier ;Fanny ;1966-01-28;fannyparmentier@wannadoo.fr ;06 53 93 29 55 ;02 29 47 12 64;660101171623;null;91 Rue Achille ;null;null;null;null;null;3;2;8475;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Parmentier ', 'Fanny ', '1966-01-28', 'fannyparmentier@wannadoo.fr ', '06 53 93 29 55 ', '660101171623', null, '91 Rue Achille ', null, null, null, null, null, 3, 2, 8475);"
Chauvet ;Maryam ;1979-07-14;maryamchauvet@wannadoo.fr ;06 47 54 76 60 ;05 36 75 88 89;090006922225;null;3 Rue Georges-de-Porto-Riche ;null;null;null;null;null;3;3;6255;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Chauvet ', 'Maryam ', '1979-07-14', 'maryamchauvet@wannadoo.fr ', '06 47 54 76 60 ', '90006922225', null, '3 Rue Georges-de-Porto-Riche ', null, null, null, null, null, 3, 3, 6255);"
Grenier ;Lucie ;1974-09-14;luciegrenier@wannadoo.fr ;06 66 96 95 81 ;05 13 23 16 95;810706374761;null;238 Avenue Albert-Ier-de-Monaco ;null;null;'Youspan’;'067 906 310 7271’;null;2;1;8333;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Grenier ', 'Lucie ', '1974-09-14', 'luciegrenier@wannadoo.fr ', '06 66 96 95 81 ', '810706374761', null, '238 Avenue Albert-Ier-de-Monaco ', null, null, 'Youspan’, '067 906 310 7271’, null, 2, 1, 8333);"
Roche ;Clara ;1982-11-15;clararoche@wannadoo.fr ;06 13 40 64 21 ;03 02 71 89 29;670502931649;null;87 Impasse des Deux-Anges ;null;null;null;null;null;1;1;11418;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Roche ', 'Clara ', '1982-11-15', 'clararoche@wannadoo.fr ', '06 13 40 64 21 ', '670502931649', null, '87 Impasse des Deux-Anges ', null, null, null, null, null, 1, 1, 11418);"
Billard ;Dylan ;1954-03-29;dylanbillard@wannadoo.fr ;06 66 01 90 01 ;05 48 71 35 64;700001013698;null;253 Rue du Docteur-Lancereaux ;null;null;null;null;null;1;1;2008;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Billard ', 'Dylan ', '1954-03-29', 'dylanbillard@wannadoo.fr ', '06 66 01 90 01 ', '700001013698', null, '253 Rue du Docteur-Lancereaux ', null, null, null, null, null, 1, 1, 2008);"
Colin ;Rosalie ;1983-06-20;rosaliecolin@aol.fr ;06 18 23 62 26 ;01 96 58 22 59;470408674455;null;177 Rue Danville ;null;null;null;null;null;1;3;5426;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Colin ', 'Rosalie ', '1983-06-20', 'rosaliecolin@aol.fr ', '06 18 23 62 26 ', '470408674455', null, '177 Rue Danville ', null, null, null, null, null, 1, 3, 5426);"
Bruneau ;Agathe ;1979-03-19;agathebruneau@aol.fr ;06 09 49 45 55 ;05 35 35 72 67;940405821435;null;1 Rue du Champ-de-L''Alouette ;null;null;null;null;null;2;3;34283;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Bruneau ', 'Agathe ', '1979-03-19', 'agathebruneau@aol.fr ', '06 09 49 45 55 ', '940405821435', null, '1 Rue du Champ-de-L''Alouette ', null, null, null, null, null, 2, 3, 34283);"
Renard ;Martin ;1972-09-01;martinrenard@aol.fr ;06 68 46 45 20 ;04 85 92 03 47;080000504182;null;121 Rue Cannebière ;null;null;null;null;null;2;1;31535;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Renard ', 'Martin ', '1972-09-01', 'martinrenard@aol.fr ', '06 68 46 45 20 ', '80000504182', null, '121 Rue Cannebière ', null, null, null, null, null, 2, 1, 31535);"
Auger ;Inès ;1986-08-26;inesauger@aol.fr ;06 04 02 37 73 ;01 32 14 50 55;340806402274;null;210 Passage Dieu ;null;null;null;null;null;3;1;16167;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Auger ', 'Inès ', '1986-08-26', 'inesauger@aol.fr ', '06 04 02 37 73 ', '340806402274', null, '210 Passage Dieu ', null, null, null, null, null, 3, 1, 16167);"
Dupre ;Roméo ;1963-11-13;romeodupre@aol.fr ;06 61 07 82 60 ;04 59 02 91 96;250907150114;null;104 Place des Invalides ;null;null;null;null;null;3;1;17110;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Dupre ', 'Roméo ', '1963-11-13', 'romeodupre@aol.fr ', '06 61 07 82 60 ', '250907150114', null, '104 Place des Invalides ', null, null, null, null, null, 3, 1, 17110);"
Etienne ;Guillaume ;1987-09-10;guillaumeetienne@aol.fr ;06 95 16 62 21 ;01 08 92 47 88;310202034693;null;219 Rue François-Ponsard ;null;null;'Buzzshare’;'371 691 789 3599’;'Caron Lana’;3;2;2509;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Etienne ', 'Guillaume ', '1987-09-10', 'guillaumeetienne@aol.fr ', '06 95 16 62 21 ', '310202034693', null, '219 Rue François-Ponsard ', null, null, 'Buzzshare’, '371 691 789 3599’, 'Caron Lana’, 3, 2, 2509);"
Guichard ;Alexandra ;1977-06-06;alexandraguichard@aol.fr ;06 80 17 23 07 ;04 88 68 63 42;650303672409;null;130 Cité Bauer ;null;null;null;null;null;2;3;727;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Guichard ', 'Alexandra ', '1977-06-06', 'alexandraguichard@aol.fr ', '06 80 17 23 07 ', '650303672409', null, '130 Cité Bauer ', null, null, null, null, null, 2, 3, 727);"
Picard ;Julia ;1986-05-22;juliapicard@aol.fr ;06 95 78 11 73 ;01 90 03 36 08;860709235936;null;294 Square Albert-Bartholomé ;null;null;null;null;null;1;3;28292;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Picard ', 'Julia ', '1986-05-22', 'juliapicard@aol.fr ', '06 95 78 11 73 ', '860709235936', null, '294 Square Albert-Bartholomé ', null, null, null, null, null, 1, 3, 28292);"
Lecocq ;Emma ;1998-11-08;emmalecocq@aol.fr ;06 20 08 41 57 ;01 73 59 04 71;380103934330;null;81 Square Dunois ;null;null;null;null;null;2;1;11499;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Lecocq ', 'Emma ', '1998-11-08', 'emmalecocq@aol.fr ', '06 20 08 41 57 ', '380103934330', null, '81 Square Dunois ', null, null, null, null, null, 2, 1, 11499);"
Gregoire ;Jules ;1982-04-08;julesgregoire@yahoo.fr ;06 38 70 40 60 ;02 64 11 66 79;340306555424;1.02;144 Avenue Édouard-Vaillant ;null;null;null;null;null;2;1;15626;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Gregoire ', 'Jules ', '1982-04-08', 'julesgregoire@yahoo.fr ', '06 38 70 40 60 ', '340306555424', 1.02, '144 Avenue Édouard-Vaillant ', null, null, null, null, null, 2, 1, 15626);"
Coulon ;Lola ;1990-08-05;lolacoulon@yahoo.fr ;06 39 02 26 22 ;05 78 09 69 62;770301326496;null;156 Rue Henri-Desgrange ;null;null;null;null;null;3;2;6258;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Coulon ', 'Lola ', '1990-08-05', 'lolacoulon@yahoo.fr ', '06 39 02 26 22 ', '770301326496', null, '156 Rue Henri-Desgrange ', null, null, null, null, null, 3, 2, 6258);"
Ferrand ;Émilie ;1966-05-05;emilieferrand@yahoo.fr ;06 84 54 51 88 ;05 46 34 65 04;640209033080;null;114 Rue Albert-Marquet ;null;null;null;null;null;3;3;15094;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Ferrand ', 'Émilie ', '1966-05-05', 'emilieferrand@yahoo.fr ', '06 84 54 51 88 ', '640209033080', null, '114 Rue Albert-Marquet ', null, null, null, null, null, 3, 3, 15094);"
Roux ;Aaron ;1957-12-13;aaronroux@yahoo.fr ;06 73 52 66 33 ;02 77 69 41 19;620602256943;1.14;61 Place Jacques-Rouché ;null;null;null;null;null;1;3;20093;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Roux ', 'Aaron ', '1957-12-13', 'aaronroux@yahoo.fr ', '06 73 52 66 33 ', '620602256943', 1.14, '61 Place Jacques-Rouché ', null, null, null, null, null, 1, 3, 20093);"
Fabre ;Alexia ;1985-10-19;alexiafabre@yahoo.fr ;06 35 41 49 73 ;05 77 17 61 93;360304272898;null;220 Rue Baptiste-Renard ;null;null;null;null;null;3;1;12994;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Fabre ', 'Alexia ', '1985-10-19', 'alexiafabre@yahoo.fr ', '06 35 41 49 73 ', '360304272898', null, '220 Rue Baptiste-Renard ', null, null, null, null, null, 3, 1, 12994);"
Bourdon ;Clara ;1974-10-13;clarabourdon@yahoo.fr ;06 23 35 47 65 ;05 26 24 36 71;450401573902;null;92 Rue Guillaume-Tell ;null;null;null;null;null;1;1;27282;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Bourdon ', 'Clara ', '1974-10-13', 'clarabourdon@yahoo.fr ', '06 23 35 47 65 ', '450401573902', null, '92 Rue Guillaume-Tell ', null, null, null, null, null, 1, 1, 27282);"
Imbert ;Élisa ;1991-06-10;elisaimbert@yahoo.fr ;06 97 76 66 91 ;05 22 92 23 36;630002704962;null;170 Rue Émile-Richard ;null;null;null;null;null;2;1;23019;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Imbert ', 'Élisa ', '1991-06-10', 'elisaimbert@yahoo.fr ', '06 97 76 66 91 ', '630002704962', null, '170 Rue Émile-Richard ', null, null, null, null, null, 2, 1, 23019);"
Geoffroy ;Florian ;1958-07-18;floriangeoffroy@yahoo.fr ;06 03 77 05 74 ;02 37 40 76 34;130808324001;null;105 Villa de Beauséjour ;null;null;null;null;null;1;3;28556;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Geoffroy ', 'Florian ', '1958-07-18', 'floriangeoffroy@yahoo.fr ', '06 03 77 05 74 ', '130808324001', null, '105 Villa de Beauséjour ', null, null, null, null, null, 1, 3, 28556);"
Gras ;Émile ;1978-01-10;emilegras@yahoo.fr ;06 13 00 25 43 ;05 82 38 55 79;030009341989;null;62 Rue Goethe ;null;null;'Lajo’;'531 574 347 1781’;null;2;2;102;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Gras ', 'Émile ', '1978-01-10', 'emilegras@yahoo.fr ', '06 13 00 25 43 ', '30009341989', null, '62 Rue Goethe ', null, null, 'Lajo’, '531 574 347 1781’, null, 2, 2, 102);"
Leonard ;Anaël ;1963-03-20;anaelleonard@yahoo.fr ;06 93 64 68 50 ;02 80 05 06 99;390306112428;null;36 Rue Gérard-Philipe ;null;null;null;null;null;1;1;21158;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Leonard ', 'Anaël ', '1963-03-20', 'anaelleonard@yahoo.fr ', '06 93 64 68 50 ', '390306112428', null, '36 Rue Gérard-Philipe ', null, null, null, null, null, 1, 1, 21158);"
Leduc ;Yasmine ;1997-10-10;yasmineleduc@yahoo.fr ;06 64 51 14 52 ;04 97 10 43 83;490701652459;1.15;299 Rue Descombes ;null;null;null;null;null;2;1;14823;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Leduc ', 'Yasmine ', '1997-10-10', 'yasmineleduc@yahoo.fr ', '06 64 51 14 52 ', '490701652459', 1.15, '299 Rue Descombes ', null, null, null, null, null, 2, 1, 14823);"
Imbert ;Amine ;1993-05-03;amineimbert@yahoo.fr ;06 72 11 68 98 ;05 42 95 11 39;680303434912;null;190 Place de l''École-Militaire ;null;null;null;null;null;1;1;27370;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Imbert ', 'Amine ', '1993-05-03', 'amineimbert@yahoo.fr ', '06 72 11 68 98 ', '680303434912', null, '190 Place de l''École-Militaire ', null, null, null, null, null, 1, 1, 27370);"
Picard ;Mélissa ;1953-06-01;melissapicard@yahoo.fr ;06 90 84 03 75 ;05 61 39 01 25;830307814330;null;233 Impasse Fortin ;null;null;null;null;null;2;1;6366;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Picard ', 'Mélissa ', '1953-06-01', 'melissapicard@yahoo.fr ', '06 90 84 03 75 ', '830307814330', null, '233 Impasse Fortin ', null, null, null, null, null, 2, 1, 6366);"
Prevot ;Maryam ;1986-01-21;maryamprevot@yahoo.fr ;06 40 64 33 71 ;04 32 35 84 83;010603846713;1.18;258 Rue Alexandre-Cabanel ;null;null;null;null;null;3;2;19232;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Prevot ', 'Maryam ', '1986-01-21', 'maryamprevot@yahoo.fr ', '06 40 64 33 71 ', '10603846713', 1.18, '258 Rue Alexandre-Cabanel ', null, null, null, null, null, 3, 2, 19232);"
Mas ;Mohamed ;1965-12-28;mohamedmas@yahoo.fr ;06 28 30 77 25 ;04 38 96 65 14;740805450397;null;236 Rue Eugène-Carrière ;null;null;'Oloo’;'256 294 457 0365’;'Giraud Kimberley’;2;3;35894;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Mas ', 'Mohamed ', '1965-12-28', 'mohamedmas@yahoo.fr ', '06 28 30 77 25 ', '740805450397', null, '236 Rue Eugène-Carrière ', null, null, 'Oloo’, '256 294 457 0365’, 'Giraud Kimberley’, 2, 3, 35894);"
Guignard ;Erwan ;1955-10-05;erwanguignard@yahoo.fr ;06 63 58 84 81 ;05 50 60 11 57;870103306289;null;202 Impasse de l''Église ;null;null;null;null;null;2;1;4782;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Guignard ', 'Erwan ', '1955-10-05', 'erwanguignard@yahoo.fr ', '06 63 58 84 81 ', '870103306289', null, '202 Impasse de l''Église ', null, null, null, null, null, 2, 1, 4782);"
Clerc ;Mathilde ;1984-01-07;mathildeclerc@yahoo.fr ;06 53 65 73 52 ;04 52 31 22 29;460108971569;1.15;29 Rue de l''Escaut ;null;null;null;null;null;2;2;20487;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Clerc ', 'Mathilde ', '1984-01-07', 'mathildeclerc@yahoo.fr ', '06 53 65 73 52 ', '460108971569', 1.15, '29 Rue de l''Escaut ', null, null, null, null, null, 2, 2, 20487);"
Le corre ;Paul ;1954-03-05;paulle.corre@yahoo.fr ;06 64 51 75 99 ;04 62 73 10 10;270801051257;null;210 Passage des Épinettes ;null;null;null;null;null;3;3;10048;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Le corre ', 'Paul ', '1954-03-05', 'paulle.corre@yahoo.fr ', '06 64 51 75 99 ', '270801051257', null, '210 Passage des Épinettes ', null, null, null, null, null, 3, 3, 10048);"
Le roy ;Quentin ;1994-07-02;quentinle.roy@yahoo.fr ;06 40 15 96 65 ;05 58 22 80 02;180103555196;null;126 Rue Fragonard ;null;null;null;null;null;2;1;12434;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Le roy ', 'Quentin ', '1994-07-02', 'quentinle.roy@yahoo.fr ', '06 40 15 96 65 ', '180103555196', null, '126 Rue Fragonard ', null, null, null, null, null, 2, 1, 12434);"
Meunier ;Amélie ;1965-07-12;ameliemeunier@yahoo.fr ;06 69 91 86 79 ;01 45 24 98 68;300606221561;null;199 Passage Depaquit ;null;null;null;null;null;3;2;25742;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Meunier ', 'Amélie ', '1965-07-12', 'ameliemeunier@yahoo.fr ', '06 69 91 86 79 ', '300606221561', null, '199 Passage Depaquit ', null, null, null, null, null, 3, 2, 25742);"
Fournier ;Lisa ;1985-03-25;lisafournier@yahoo.fr ;06 76 65 08 09 ;02 70 26 45 11;990308234461;null;15 Rue du Général-Malleterre ;null;null;null;null;null;2;1;26502;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Fournier ', 'Lisa ', '1985-03-25', 'lisafournier@yahoo.fr ', '06 76 65 08 09 ', '990308234461', null, '15 Rue du Général-Malleterre ', null, null, null, null, null, 2, 1, 26502);"
Bourdon ;Yohan ;1973-04-28;yohanbourdon@yahoo.fr ;06 24 74 28 15 ;03 85 94 54 66;980703620931;null;212 Rue de l''Harmonie ;null;null;null;null;null;3;1;34390;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Bourdon ', 'Yohan ', '1973-04-28', 'yohanbourdon@yahoo.fr ', '06 24 74 28 15 ', '980703620931', null, '212 Rue de l''Harmonie ', null, null, null, null, null, 3, 1, 34390);"
Leblond ;Amélie ;1978-09-17;amelieleblond@yahoo.fr ;06 97 84 54 92 ;01 49 97 69 70;610404273916;null;88 Rue Fernand-Raynaud ;null;null;null;null;null;3;3;32563;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Leblond ', 'Amélie ', '1978-09-17', 'amelieleblond@yahoo.fr ', '06 97 84 54 92 ', '610404273916', null, '88 Rue Fernand-Raynaud ', null, null, null, null, null, 3, 3, 32563);"
